city,state,price,amount,quality,date,ppg,state.name,lat,lon
Independence,MO,90,28.3,medium,11/2/10,3.18,Missouri,39.0896245,-94.397028
Independence,MO,50,28.3,medium,11/2/10,1.77,Missouri,39.0896245,-94.397028
Independence,MO,60,3.54,high,11/2/10,16.95,Missouri,39.0896245,-94.397028
Kansas City,KS,400,28.3,high,11/2/10,14.13,Kansas,39.096551,-94.68872
Kansas City,KS,125,5,high,11/2/10,25,Kansas,39.096551,-94.68872
Kansas City,MO,90,28.3,medium,11/2/10,3.18,Missouri,39.035038,-94.50755
Kansas City,MO,100,7.075,high,11/2/10,14.13,Missouri,39.035038,-94.50755
Kansas City,MO,45,5,high,11/2/10,9,Missouri,39.035038,-94.50755
Kansas City,MO,60,3.54,high,11/2/10,16.95,Missouri,39.035038,-94.50755
Kansas City,MO,120,28.3,low,11/2/10,4.24,Missouri,39.035038,-94.50755
Knoxville,TN,120,28.3,low,11/2/10,4.24,Tennessee,35.988528,-83.96218
Knoxville,TN,100,7.075,high,11/2/10,14.13,Tennessee,35.988528,-83.96218
Lawrence,KS,60,3.54,medium,11/2/10,16.95,Kansas,38.952526,-95.275623
Lawrence,KS,60,3.54,high,11/2/10,16.95,Kansas,38.952526,-95.275623
Lawrence,KS,250,28.3,medium,11/2/10,8.83,Kansas,38.952526,-95.275623
Lewisville,TX,125,7.075,high,11/2/10,17.67,Texas,33.061904,-97.030305
Los Angeles,CA,50,28.3,medium,11/2/10,1.77,California,34.001115,-118.298662
Louisburg,KS,25,7.075,high,11/2/10,3.53,Kansas,38.602219,-94.68121
Louisville,KY,200,28.3,medium,11/2/10,7.07,Kentucky,38.188962,-85.676819
Marina,CA,120,14.15,high,11/2/10,8.48,California,36.678155,-121.79724
Mechanicsville,MD,420,28.3,high,11/2/10,14.84,Maryland,38.427328,-76.72826
Mentor,OH,125,28.3,medium,11/2/10,4.42,Ohio,41.799419,-81.2914035
Milledgeville,GA,100,5,high,11/2/10,20,Georgia,33.083579,-83.23397
Minneapolis,MN,60,3.54,medium,11/2/10,16.95,Minnesota,45.0050635,-93.33726
Minneapolis,MN,50,14.15,medium,11/2/10,3.53,Minnesota,45.0050635,-93.33726
Miramar Beach,FL,60,3.54,high,11/2/10,16.95,Florida,30.381934,-86.359508
New Orleans,LA,60,3.54,high,11/2/10,16.95,Louisiana,30.032997,-89.882564
Norman,OK,250,14.15,high,11/2/10,17.67,Oklahoma,35.2191915,-97.434225
Norwalk,CA,320,28.3,medium,11/2/10,11.31,California,33.786594,-118.298662
Oceanside,NY,600,28.3,high,11/2/10,21.2,New York,40.636286,-73.6374
Ojai,CA,50,3.54,medium,11/2/10,14.12,California,34.24467,-119.193685
Orland Park,IL,80,3.54,high,11/2/10,22.6,Illinois,41.6108935,-87.863715
Oxford,MS,300,28.3,low,11/2/10,10.6,Mississippi,34.345016,-89.50735
Pensacola,FL,380,28.3,high,11/2/10,13.43,Florida,30.61428,-87.275772
Petoskey,MI,325,28.3,high,11/2/10,11.48,Michigan,45.360111,-84.93774
Philadelphia,PA,50,3.54,medium,11/2/10,14.12,Pennsylvania,40.001811,-75.12565
Philadelphia,PA,130,14.15,high,11/2/10,9.19,Pennsylvania,40.001811,-75.12565
Plymouth,WI,70,3.54,high,11/2/10,19.77,Wisconsin,43.758674,-87.98005
Port Saint Lucie,FL,100,7.075,high,11/2/10,14.13,Florida,27.3020825,-80.389655
Portland,OR,140,28.3,high,11/2/10,4.95,Oregon,45.546205,-122.59418
Potsdam,NY,30,3.54,low,11/2/10,8.47,New York,44.5739145,-75.0129205
Raleigh,NC,370,28.3,high,11/2/10,13.07,North Carolina,35.797692,-78.625265
Richmond,VA,360,28.3,high,11/2/10,12.72,Virginia,37.524246,-77.493157
River Falls,WI,25,3.54,high,11/2/10,7.06,Wisconsin,44.854636,-92.61729
Rochester,NY,60,3.54,medium,11/2/10,16.95,New York,43.223213,-77.68132
Rogers,AR,30,7.075,low,11/2/10,4.24,Arkansas,36.342235,-94.115649
Saint Louis,MO,60,3.54,medium,11/2/10,16.95,Missouri,38.6531,-90.253045
Saint Petersburg,FL,50,7.075,medium,11/2/10,7.07,Florida,27.8781165,-82.724763
Salt Lake City,UT,275,28.3,high,11/2/10,9.72,Utah,40.668068,-111.908297
Salt Lake City,UT,40,3.54,high,11/2/10,11.3,Utah,40.668068,-111.908297
Smithfield,RI,300,28.3,high,11/2/10,10.6,Rhode Island,41.894499,-71.51646
Sonoma,CA,50,28.3,low,11/2/10,1.77,California,38.277147,-122.47058
Springfield,MO,50,3.54,high,11/2/10,14.12,Missouri,37.212639,-93.31297
Springfield,VA,60,3.54,high,11/2/10,16.95,Virginia,38.807462,-77.23535
Tacoma,WA,40,3.54,high,11/2/10,11.3,Washington,47.152434,-122.405155
Tampa,FL,50,3.54,high,11/2/10,14.12,Florida,27.871964,-82.438841
Topeka,KS,80,28.3,low,11/2/10,2.83,Kansas,39.042939,-95.769657
Tucson,AZ,100,10,medium,11/2/10,10,Arizona,32.170277,-110.96354
Tupelo,MS,130,28.3,high,11/2/10,4.59,Mississippi,34.2353385,-88.7618885
Vandergrift,PA,130,28.3,medium,11/2/10,4.59,Pennsylvania,40.612649,-79.56708
Vienna,VA,100,5,medium,11/2/10,20,Virginia,38.863262,-77.288755
Wake Forest,NC,70,3.54,high,11/2/10,19.77,North Carolina,35.972324,-78.486582
Watertown,WI,200,28.3,medium,11/2/10,7.07,Wisconsin,43.201056,-88.71846
West Lafayette,IN,60,28.3,high,11/2/10,2.12,Indiana,40.424923,-86.916215
West Linn,OR,400,28.3,medium,11/2/10,14.13,Oregon,45.361991,-122.64443
Williamsburg,VA,60,28.3,high,11/2/10,2.12,Virginia,37.2907225,-76.7319945
Worcester,MA,190,14.15,high,11/2/10,13.43,Massachusetts,42.279451,-71.82562
Elon,NC,300,28.3,high,11/2/10,10.6,North Carolina,36.0982762,-79.5115433
Lenexa,KS,60,5,high,11/2/10,12,Kansas,38.9536174,-94.7335709
Mckeesport,PA,25,3.54,medium,11/2/10,7.06,Pennsylvania,40.3470671,-79.8641232
Mission,KS,65,28.3,medium,11/2/10,2.3,Kansas,39.0277832,-94.6557914
Overland Park,KS,60,3.54,high,11/2/10,16.95,Kansas,38.9822282,-94.6707917
Allentown,PA,60,3.54,high,11/3/10,16.95,Pennsylvania,40.601996,-75.4793
Arlington Heights,IL,90,5,high,11/3/10,18,Illinois,42.069327,-87.97723
Atlanta,GA,200,14.15,high,11/3/10,14.13,Georgia,33.844371,-84.47405
Augusta,GA,120,28.3,medium,11/3/10,4.24,Georgia,33.386041,-82.090996
Bellevue,WA,40,3.54,high,11/3/10,11.3,Washington,47.6100785,-122.1406165
Brighton,MA,50,3.54,medium,11/3/10,14.12,Massachusetts,42.348418,-71.15349
Bristol,CT,100,28.3,low,11/3/10,3.53,Connecticut,41.7370125,-72.826241
Buffalo,NY,60,7.075,high,11/3/10,8.48,New York,42.8807395,-78.86801
Castro Valley,CA,60,3.54,high,11/3/10,16.95,California,37.6998715,-122.052185
Cedar Falls,IA,80,28.3,low,11/3/10,2.83,Iowa,42.498476,-92.3827825
Chester,VA,40,3.54,high,11/3/10,11.3,Virginia,37.347002,-77.392815
Chicago,IL,60,3.54,medium,11/3/10,16.95,Illinois,41.8474,-87.68732
Collingswood,NJ,350,28.3,high,11/3/10,12.37,New Jersey,39.915263,-75.06401
Concord,NC,100,5,high,11/3/10,20,North Carolina,35.400407,-80.56574
Corona,NY,50,3.54,high,11/3/10,14.12,New York,40.747106,-73.85838
Covington,GA,25,7.075,medium,11/3/10,3.53,Georgia,33.555791,-83.864915
Cullowhee,NC,50,3.54,medium,11/3/10,14.12,North Carolina,35.256241,-83.14464
Darien,IL,110,7.075,high,11/3/10,15.55,Illinois,41.745623,-87.98108
Daytona Beach,FL,55,3.54,high,11/3/10,15.54,Florida,29.022729,-81.172169
Decorah,IA,100,5,high,11/3/10,20,Iowa,43.345879,-91.77187
Durham,NH,400,28.3,high,11/3/10,14.13,New Hampshire,43.128085,-70.96035
East Lansing,MI,350,28.3,high,11/3/10,12.37,Michigan,42.724834,-84.4681025
Easton,PA,80,28.3,medium,11/3/10,2.83,Pennsylvania,40.693376,-75.22349
Euless,TX,15,5,medium,11/3/10,3,Texas,32.8424495,-97.09087
Eureka,CA,250,28.3,medium,11/3/10,8.83,California,40.793739,-124.1513
Fort Lauderdale,FL,300,28.3,high,11/3/10,10.6,Florida,26.145724,-80.260071
Fort Walton Beach,FL,75,28.3,low,11/3/10,2.65,Florida,30.447248,-86.61992
Greensboro,NC,60,3.54,high,11/3/10,16.95,North Carolina,36.080707,-80.0244
High Point,NC,80,28.3,low,11/3/10,2.83,North Carolina,35.9911165,-80.014335
Holyoke,MA,350,28.3,medium,11/3/10,12.37,Massachusetts,42.186311,-72.614521
Independence,MO,50,28.3,medium,11/3/10,1.77,Missouri,39.0896245,-94.397028
Jackson,MS,70,28.3,medium,11/3/10,2.47,Mississippi,32.311287,-90.2602
Jacksonville,FL,50,3.54,medium,11/3/10,14.12,Florida,30.33453,-81.6824235
Jacksonville,FL,30,7.075,medium,11/3/10,4.24,Florida,30.33453,-81.6824235
Kansas City,MO,120,28.3,medium,11/3/10,4.24,Missouri,39.035038,-94.50755
Kansas City,MO,50,28.3,low,11/3/10,1.77,Missouri,39.035038,-94.50755
Kansas City,MO,60,3.54,high,11/3/10,16.95,Missouri,39.035038,-94.50755
Laconia,NH,120,28.3,low,11/3/10,4.24,New Hampshire,43.557153,-71.43842
Livonia,MI,50,28.3,low,11/3/10,1.77,Michigan,42.365936,-83.36299
Los Angeles,CA,40,10,medium,11/3/10,4,California,34.001115,-118.298662
Maryville,MO,300,28.3,medium,11/3/10,10.6,Missouri,40.341716,-94.87498
Miami,FL,250,28.3,medium,11/3/10,8.83,Florida,25.7219505,-80.35959
Middletown,NJ,400,28.3,high,11/3/10,14.13,New Jersey,40.410213,-74.11718
Middletown,NY,250,28.3,high,11/3/10,8.83,New York,41.449364,-74.35844
Midland,TX,50,28.3,medium,11/3/10,1.77,Texas,31.880341,-102.031726
Modesto,CA,100,7.075,high,11/3/10,14.13,California,37.635274,-120.968045
Monrovia,CA,265,28.3,high,11/3/10,9.36,California,33.9637,-118.150251
Nashville,TN,60,3.54,high,11/3/10,16.95,Tennessee,36.186605,-86.785248
Oak Park,IL,220,14.15,high,11/3/10,15.55,Illinois,41.8807655,-87.788745
Palmyra,NY,120,28.3,medium,11/3/10,4.24,New York,43.063858,-77.2223
Parkersburg,WV,30,3.54,medium,11/3/10,8.47,West Virginia,39.236427,-81.52639
Pawtucket,RI,400,28.3,high,11/3/10,14.13,Rhode Island,41.872099,-71.369099
Philadelphia,PA,60,3.54,high,11/3/10,16.95,Pennsylvania,40.001811,-75.12565
Philadelphia,PA,400,28.3,high,11/3/10,14.13,Pennsylvania,40.001811,-75.12565
Phoenix,AZ,420,28.3,high,11/3/10,14.84,Arizona,33.3841145,-112.18717
Pittsburgh,PA,60,14.15,medium,11/3/10,4.24,Pennsylvania,40.434436,-80.024817
Purchase,NY,350,28.3,high,11/3/10,12.37,New York,41.037203,-73.71588
Raleigh,NC,140,28.3,high,11/3/10,4.95,North Carolina,35.797692,-78.625265
Rancho Cucamonga,CA,320,28.3,high,11/3/10,11.31,California,34.127819,-117.5246
River Falls,WI,100,5,high,11/3/10,20,Wisconsin,44.854636,-92.61729
Rogers,AR,350,28.3,high,11/3/10,12.37,Arkansas,36.342235,-94.115649
Saint Clair Shores,MI,35,7.075,medium,11/3/10,4.95,Michigan,42.497736,-82.89979
Saint Louis,MO,120,7.075,high,11/3/10,16.96,Missouri,38.6531,-90.253045
Saint Paul,MN,60,3.54,high,11/3/10,16.95,Minnesota,44.9984085,-93.105869
San Diego,CA,45,3.54,medium,11/3/10,12.71,California,32.998855,-117.02431
San Francisco,CA,40,3.54,medium,11/3/10,11.3,California,37.784827,-122.727802
San Francisco,CA,100,5,medium,11/3/10,20,California,37.784827,-122.727802
Santa Fe,NM,50,3.54,high,11/3/10,14.12,New Mexico,35.563732,-105.981847
Seattle,WA,160,14.15,medium,11/3/10,11.31,Washington,47.543348,-122.30373
Seattle,WA,320,28.3,high,11/3/10,11.31,Washington,47.543348,-122.30373
Sherman,TX,100,28.3,medium,11/3/10,3.53,Texas,33.649938,-96.65387
Springfield,MO,75,7.075,high,11/3/10,10.6,Missouri,37.212639,-93.31297
Stockton,CA,65,7.075,medium,11/3/10,9.19,California,37.9551485,-121.2866535
Tampa,FL,120,28.3,medium,11/3/10,4.24,Florida,27.871964,-82.438841
Tell City,IN,50,7.075,medium,11/3/10,7.07,Indiana,37.971622,-86.73903
Tucson,AZ,60,5,high,11/3/10,12,Arizona,32.170277,-110.96354
Waterbury,CT,30,3.54,low,11/3/10,8.47,Connecticut,41.365709,-72.927507
Wellesley,MA,60,3.54,high,11/3/10,16.95,Massachusetts,42.300346,-71.291055
West Mifflin,PA,110,28.3,medium,11/3/10,3.89,Pennsylvania,40.4003065,-79.9594985
Westmont,IL,350,28.3,high,11/3/10,12.37,Illinois,41.795358,-87.97778
Whitefish,MT,50,5,high,11/3/10,10,Montana,48.409454,-114.43069
Winona,MN,120,7.075,high,11/3/10,16.96,Minnesota,44.033867,-91.65106
Xenia,OH,115,28.3,medium,11/3/10,4.06,Ohio,39.682836,-83.92144
Yelm,WA,250,28.3,high,11/3/10,8.83,Washington,46.893352,-122.56719
Leawood,KS,25,7.075,medium,11/3/10,3.53,Kansas,38.966673,-94.6169012
Overland Park,KS,350,28.3,high,11/3/10,12.37,Kansas,38.9822282,-94.6707917
Akron,OH,320,28.3,high,11/4/10,11.31,Ohio,41.0817715,-81.5293345
Ames,IA,60,3.54,medium,11/4/10,16.95,Iowa,42.02933,-93.640818
Austin,TX,60,3.54,high,11/4/10,16.95,Texas,30.326374,-97.771258
Austin,TX,300,28.3,high,11/4/10,10.6,Texas,30.326374,-97.771258
Ballwin,MO,30,3.54,high,11/4/10,8.47,Missouri,38.6198605,-90.479144
Bel Air,MD,50,3.54,high,11/4/10,14.12,Maryland,39.5341345,-76.328555
Belen,NM,225,14.15,high,11/4/10,15.9,New Mexico,34.646779,-106.7648
Bloomington,IN,25,5,medium,11/4/10,5,Indiana,39.173234,-86.5090375
Boone,NC,60,3.54,high,11/4/10,16.95,North Carolina,36.217052,-81.687983
Boone,NC,400,28.3,high,11/4/10,14.13,North Carolina,36.217052,-81.687983
Brooklyn,NY,370,28.3,medium,11/4/10,13.07,New York,40.645099,-73.945032
Bryn Mawr,PA,30,5,medium,11/4/10,6,Pennsylvania,40.02371,-75.32764
Buffalo,NY,175,28.3,medium,11/4/10,6.18,New York,42.8807395,-78.86801
Charlottesville,VA,200,14.15,high,11/4/10,14.13,Virginia,38.040101,-78.485066
Chicago,IL,200,14.15,high,11/4/10,14.13,Illinois,41.8474,-87.68732
Chicago,IL,60,3.54,high,11/4/10,16.95,Illinois,41.8474,-87.68732
Colorado Springs,CO,225,28.3,high,11/4/10,7.95,Colorado,38.82469,-104.665
Columbus,OH,65,3.54,high,11/4/10,18.36,Ohio,39.969036,-83.011389
Corpus Christi,TX,100,7.075,high,11/4/10,14.13,Texas,27.777,-97.463213
Denver,CO,40,3.54,high,11/4/10,11.3,Colorado,39.738752,-104.96214
Dubuque,IA,300,28.3,high,11/4/10,10.6,Iowa,42.484861,-90.75329
East Lansing,MI,110,7.075,high,11/4/10,15.55,Michigan,42.724834,-84.4681025
El Paso,TX,20,15,medium,11/4/10,1.33,Texas,31.694842,-106.299987
Eugene,OR,40,3.54,high,11/4/10,11.3,Oregon,44.06092,-123.08275
Florissant,MO,60,14.15,medium,11/4/10,4.24,Missouri,38.798325,-90.313565
Grand Rapids,MI,110,7.075,high,11/4/10,15.55,Michigan,43.0111375,-85.5559335
Hanover,PA,100,28.3,low,11/4/10,3.53,Pennsylvania,39.8,-76.97727
Huntington Beach,CA,40,3.54,high,11/4/10,11.3,California,33.6698685,-117.985865
Kansas City,MO,120,28.3,medium,11/4/10,4.24,Missouri,39.035038,-94.50755
Lakewood,OH,60,14.15,medium,11/4/10,4.24,Ohio,41.480881,-81.80036
Lancaster,PA,60,3.54,high,11/4/10,16.95,Pennsylvania,40.03263,-76.305378
Madison,WI,60,3.54,high,11/4/10,16.95,Wisconsin,43.06956,-89.423861
Mcdonough,GA,25,5,high,11/4/10,5,Georgia,33.459709,-84.126845
Medina,OH,20,3.54,medium,11/4/10,5.65,Ohio,41.1337215,-81.8487695
Mesa,AZ,100,7.075,high,11/4/10,14.13,Arizona,33.400127,-111.78594
New York,NY,60,3.54,high,11/4/10,16.95,New York,40.780751,-73.977182
New York,NY,50,3.54,medium,11/4/10,14.12,New York,40.780751,-73.977182
Orlando,FL,300,28.3,medium,11/4/10,10.6,Florida,28.5538035,-81.260818
Reading,PA,60,3.54,high,11/4/10,16.95,Pennsylvania,40.335023,-75.94215
Roanoke,VA,120,28.3,medium,11/4/10,4.24,Virginia,37.274175,-79.95786
Royal Oak,MI,350,28.3,high,11/4/10,12.37,Michigan,42.518635,-83.16357
Sacramento,CA,50,3.54,low,11/4/10,14.12,California,38.377411,-121.444429
Saint Petersburg,FL,90,28.3,low,11/4/10,3.18,Florida,27.8781165,-82.724763
Salem,VA,60,28.3,low,11/4/10,2.12,Virginia,37.288384,-80.067062
San Diego,CA,40,3.54,high,11/4/10,11.3,California,32.998855,-117.02431
San Francisco,CA,50,7.075,medium,11/4/10,7.07,California,37.784827,-122.727802
Santa Cruz,CA,180,28.3,medium,11/4/10,6.36,California,36.9903775,-122.018445
Seattle,WA,40,5,medium,11/4/10,8,Washington,47.543348,-122.30373
State College,PA,60,3.54,high,11/4/10,16.95,Pennsylvania,40.887445,-77.805051
Stevens Point,WI,50,7.075,medium,11/4/10,7.07,Wisconsin,44.524054,-89.54
Waterbury,CT,120,28.3,low,11/4/10,4.24,Connecticut,41.365709,-72.927507
Watertown,SD,60,3.54,medium,11/4/10,16.95,South Dakota,44.916657,-97.11346
Wilkesboro,NC,120,28.3,medium,11/4/10,4.24,North Carolina,36.136991,-81.17462
Overland Park,KS,225,14.15,medium,11/4/10,15.9,Kansas,38.9822282,-94.6707917
Athens,OH,50,3.54,high,11/5/10,14.12,Ohio,39.322847,-82.09728
Bellingham,WA,40,3.54,high,11/5/10,11.3,Washington,48.759079,-122.435478
Blacksburg,VA,125,7.075,high,11/5/10,17.67,Virginia,37.176671,-80.395698
Boulder,CO,260,28.3,high,11/5/10,9.19,Colorado,40.087835,-105.373507
Bozeman,MT,40,3.54,high,11/5/10,11.3,Montana,45.636149,-110.9878
Brooklyn,NY,175,28.3,low,11/5/10,6.18,New York,40.645099,-73.945032
Douglasville,GA,25,5,high,11/5/10,5,Georgia,33.695607,-84.744595
East Bridgewater,MA,50,5,low,11/5/10,10,Massachusetts,42.029083,-70.95227
Fort Collins,CO,250,28.3,high,11/5/10,8.83,Colorado,40.540565,-105.10494
Green Bay,WI,400,28.3,high,11/5/10,14.13,Wisconsin,44.4726535,-88.007382
Hempstead,NY,60,3.54,medium,11/5/10,16.95,New York,40.754757,-73.601772
Herriman,UT,175,14.15,medium,11/5/10,12.37,Utah,40.48,-112.07
Kalamazoo,MI,420,28.3,high,11/5/10,14.84,Michigan,42.285613,-85.55871
Kansas City,MO,20,5,low,11/5/10,4,Missouri,39.035038,-94.50755
Livingston,LA,400,28.3,high,11/5/10,14.13,Louisiana,30.447866,-90.75228
Louisburg,KS,160,28.3,medium,11/5/10,5.65,Kansas,38.602219,-94.68121
Maple Valley,WA,25,3.54,medium,11/5/10,7.06,Washington,47.381989,-122.03553
Milwaukee,WI,60,15,medium,11/5/10,4,Wisconsin,43.038863,-87.93423
Naples,FL,300,28.3,high,11/5/10,10.6,Florida,26.180962,-81.73386
New Smyrna Beach,FL,50,3.54,medium,11/5/10,14.12,Florida,29.016897,-80.95736
Newark,DE,20,3.54,medium,11/5/10,5.65,Delaware,39.564499,-75.597047
North Little Rock,AR,30,7.075,medium,11/5/10,4.24,Arkansas,34.777238,-92.284718
Oakland,CA,30,3.54,medium,11/5/10,8.47,California,37.7699315,-122.189845
Oakland,CA,240,28.3,high,11/5/10,8.48,California,37.7699315,-122.189845
Omaha,NE,350,28.3,high,11/5/10,12.37,Nebraska,41.291736,-96.118065
Pepperell,MA,350,28.3,high,11/5/10,12.37,Massachusetts,42.665686,-71.5929
Philadelphia,PA,65,3.54,high,11/5/10,18.36,Pennsylvania,40.001811,-75.12565
Phoenix,AZ,250,28.3,high,11/5/10,8.83,Arizona,33.3841145,-112.18717
Pittsburgh,PA,250,28.3,high,11/5/10,8.83,Pennsylvania,40.434436,-80.024817
Powell,OH,950,28.3,high,11/5/10,33.57,Ohio,40.155515,-83.08415
Price,UT,110,28.3,low,11/5/10,3.89,Utah,39.578473,-110.78678
Rogers,AR,100,5,high,11/5/10,20,Arkansas,36.342235,-94.115649
Rohnert Park,CA,215,28.3,medium,11/5/10,7.6,California,38.405131,-122.8426725
Salem,IL,30,3.54,medium,11/5/10,8.47,Illinois,38.623789,-88.95361
San Luis Obispo,CA,70,7.075,high,11/5/10,9.89,California,35.347065,-120.455345
Seattle,WA,220,28.3,high,11/5/10,7.77,Washington,47.543348,-122.30373
Skillman,NJ,100,5,medium,11/5/10,20,New Jersey,40.410155,-74.70726
Tempe,AZ,120,7.075,high,11/5/10,16.96,Arizona,33.380009,-111.931424
Troy,AL,40,7.075,medium,11/5/10,5.65,Alabama,31.816474,-85.964713
Utica,NY,300,28.3,medium,11/5/10,10.6,New York,43.108194,-75.2457085
Walpole,MA,350,28.3,high,11/5/10,12.37,Massachusetts,42.145237,-71.25375
Wellesley Hills,MA,360,28.3,high,11/5/10,12.72,Massachusetts,42.313329,-71.27649
Zanesville,OH,150,28.3,high,11/5/10,5.3,Ohio,39.9553065,-81.9837295
Abingdon,MD,135,28.3,medium,11/6/10,4.77,Maryland,39.473899,-76.2983
Addison,IL,10,5,high,11/6/10,2,Illinois,41.885626,-88.045468
Albuquerque,NM,50,3.54,high,11/6/10,14.12,New Mexico,35.044339,-106.672872
Ann Arbor,MI,330,28.3,high,11/6/10,11.66,Michigan,42.2601535,-83.75909
Arcata,CA,70,7.075,medium,11/6/10,9.89,California,40.878317,-124.07519
Baltimore,MD,60,3.54,medium,11/6/10,16.95,Maryland,39.2847815,-76.620489
Bedford,TX,50,3.54,high,11/6/10,14.12,Texas,32.831228,-97.14593
Billings,MT,50,3.54,medium,11/6/10,14.12,Montana,45.978288,-108.194508
Bloomington,IN,460,28.3,high,11/6/10,16.25,Indiana,39.173234,-86.5090375
Bloomington,IN,150,28.3,high,11/6/10,5.3,Indiana,39.173234,-86.5090375
Boulder,CO,75,7.075,high,11/6/10,10.6,Colorado,40.087835,-105.373507
Burlington,VT,35,3.54,medium,11/6/10,9.89,Vermont,44.442117,-73.082525
Cincinnati,OH,60,3.54,high,11/6/10,16.95,Ohio,39.166759,-84.53778
Denver,CO,290,28.3,high,11/6/10,10.25,Colorado,39.738752,-104.96214
Eugene,OR,80,28.3,high,11/6/10,2.83,Oregon,44.06092,-123.08275
Grayson,KY,350,28.3,high,11/6/10,12.37,Kentucky,38.3307755,-82.9447555
Holley,NY,120,28.3,medium,11/6/10,4.24,New York,43.221689,-78.04393
Kansas City,MO,60,3.54,high,11/6/10,16.95,Missouri,39.035038,-94.50755
La Crosse,WI,360,28.3,high,11/6/10,12.72,Wisconsin,43.848665,-91.21141
Lincoln,NE,60,3.54,high,11/6/10,16.95,Nebraska,40.8106485,-96.688799
Lincoln,NE,20,3.54,low,11/6/10,5.65,Nebraska,40.8106485,-96.688799
Long Beach,NY,60,3.54,medium,11/6/10,16.95,New York,40.588154,-73.66517
Medford,MA,140,28.3,high,11/6/10,4.95,Massachusetts,42.433121,-71.2844125
Mount Juliet,TN,60,3.54,medium,11/6/10,16.95,Tennessee,36.1756235,-86.401121
New Haven,CT,400,28.3,high,11/6/10,14.13,Connecticut,41.365709,-72.927507
New York,NY,65,3.54,high,11/6/10,18.36,New York,40.780751,-73.977182
Niagara University,NY,45,3.54,medium,11/6/10,12.71,New York,43.32684,-78.830681
Norman,OK,120,7.075,high,11/6/10,16.96,Oklahoma,35.2191915,-97.434225
Orem,UT,400,28.3,high,11/6/10,14.13,Utah,40.289765,-111.69023
Orlando,FL,100,3.54,low,11/6/10,28.25,Florida,28.5538035,-81.260818
Portage,MI,55,3.54,high,11/6/10,15.54,Michigan,42.210792,-85.61773
Rochester,NY,50,3.54,medium,11/6/10,14.12,New York,43.223213,-77.68132
Saint Clairsville,OH,138,28.3,low,11/6/10,4.88,Ohio,40.086725,-80.90826
Saratoga Springs,NY,110,28.3,medium,11/6/10,3.89,New York,43.080399,-73.77038
South Bend,IN,60,3.54,high,11/6/10,16.95,Indiana,41.669497,-86.258835
Tempe,AZ,200,14.15,high,11/6/10,14.13,Arizona,33.380009,-111.931424
Weatherford,TX,20,7.075,medium,11/6/10,2.83,Texas,32.8086225,-97.764005
Wilkesboro,NC,110,28.3,medium,11/6/10,3.89,North Carolina,36.136991,-81.17462
Baldwin,NY,110,7.075,high,11/7/10,15.55,New York,40.654112,-73.6095
Bend,OR,40,3.54,high,11/7/10,11.3,Oregon,44.001834,-121.29769
Bethlehem,PA,70,3.54,high,11/7/10,19.77,Pennsylvania,40.650883,-75.37542
Bowling Green,KY,120,28.3,low,11/7/10,4.24,Kentucky,36.961988,-86.44751
Bozeman,MT,40,3.54,high,11/7/10,11.3,Montana,45.636149,-110.9878
Burlington,NJ,450,28.3,high,11/7/10,15.9,New Jersey,40.06834,-74.84463
Central,SC,60,3.54,medium,11/7/10,16.95,South Carolina,34.733515,-82.78407
Cincinnati,OH,315,28.3,high,11/7/10,11.13,Ohio,39.166759,-84.53778
Circleville,OH,200,28.3,high,11/7/10,7.07,Ohio,39.598236,-82.94285
Columbus,OH,80,28.3,medium,11/7/10,2.83,Ohio,39.969036,-83.011389
Columbus,OH,90,28.3,low,11/7/10,3.18,Ohio,39.969036,-83.011389
Des Moines,IA,40,3.54,medium,11/7/10,11.3,Iowa,41.672687,-93.572173
Devon,PA,30,3.54,medium,11/7/10,8.47,Pennsylvania,40.044858,-75.42174
Doylestown,PA,55,3.54,high,11/7/10,15.54,Pennsylvania,40.339307,-75.12854
Durham,NH,400,28.3,high,11/7/10,14.13,New Hampshire,43.128085,-70.96035
East Lansing,MI,40,7.075,high,11/7/10,5.65,Michigan,42.724834,-84.4681025
Fairfield,CT,250,28.3,medium,11/7/10,8.83,Connecticut,41.163662,-73.264322
Fallbrook,CA,40,5,high,11/7/10,8,California,33.1986435,-117.026048
Fort Myers,FL,140,14.15,high,11/7/10,9.89,Florida,26.566053,-81.87009
Great Bend,KS,80,28.3,high,11/7/10,2.83,Kansas,38.363151,-98.78495
Hamilton,OH,120,28.3,medium,11/7/10,4.24,Ohio,39.440956,-84.575746
Hayden,ID,260,28.3,high,11/7/10,9.19,Idaho,47.773595,-116.74907
Herndon,VA,250,14.15,high,11/7/10,17.67,Virginia,38.831813,-77.288755
Holland,MI,100,5,high,11/7/10,20,Michigan,42.823232,-86.12726
Houston,TX,60,3.54,high,11/7/10,16.95,Texas,29.83399,-95.434241
Jackson,TN,90,28.3,medium,11/7/10,3.18,Tennessee,35.612405,-88.841225
Kansas City,MO,450,28.3,high,11/7/10,15.9,Missouri,39.035038,-94.50755
Knoxville,TN,60,3.54,high,11/7/10,16.95,Tennessee,35.988528,-83.96218
Madison,WI,300,28.3,high,11/7/10,10.6,Wisconsin,43.06956,-89.423861
Medford,NJ,40,3.54,high,11/7/10,11.3,New Jersey,39.865272,-74.8185
Mesa,AZ,113,3.54,high,11/7/10,31.92,Arizona,33.400127,-111.78594
